data_column,signal_column,scale,offset,rss
G_tau_1p000000e-03_ms,G_tau_1p000000e-03_ms,-0.022113801590271417,1.0528053181162191,0.00031400634171071303
G_tau_1p050000e-03_ms,G_tau_1p050000e-03_ms,-0.03502397659676577,1.0644982993116692,0.0003155113442788765
G_tau_1p100000e-03_ms,G_tau_1p100000e-03_ms,-0.022060775862992252,1.052382377359445,0.000338079335851179
G_tau_1p150000e-03_ms,G_tau_1p150000e-03_ms,-0.027053133737471837,1.0571630845978282,0.0002661481444964157
G_tau_1p200000e-03_ms,G_tau_1p200000e-03_ms,-0.026743898570841477,1.0564951313955693,0.0003342397105497261
G_tau_1p250001e-03_ms,G_tau_1p250001e-03_ms,-0.04325582166244428,1.0713763270236283,0.0003037966966222079
G_tau_1p300001e-03_ms,G_tau_1p300001e-03_ms,-0.025809249374878506,1.0560981979693103,0.0003334252839567587
G_tau_1p350001e-03_ms,G_tau_1p350001e-03_ms,-0.02608899939086107,1.0556294737656458,0.0003290057901833515
G_tau_1p400001e-03_ms,G_tau_1p400001e-03_ms,-0.041343764288410384,1.0698622025828493,0.00029838208659465146
G_tau_1p450001e-03_ms,G_tau_1p450001e-03_ms,-0.030148902498721604,1.059295650374003,0.0002821932568217014
G_tau_1p500001e-03_ms,G_tau_1p500001e-03_ms,-0.0358404409479534,1.064724738090154,0.00033076550877843064
G_tau_1p550001e-03_ms,G_tau_1p550001e-03_ms,-0.04303718135628485,1.0711755554415239,0.0003176834745328816
G_tau_1p600001e-03_ms,G_tau_1p600001e-03_ms,-0.03378045749579037,1.0625135551502938,0.0003296484788098884
G_tau_1p700001e-03_ms,G_tau_1p700001e-03_ms,-0.034202996014348175,1.062792100948171,0.00030423581405462555
G_tau_1p800001e-03_ms,G_tau_1p800001e-03_ms,-0.033620489438257156,1.06240453285484,0.0002731879333454544
G_tau_1p900001e-03_ms,G_tau_1p900001e-03_ms,-0.031035425229185044,1.0596642881439235,0.00030886390274047237
G_tau_2p000001e-03_ms,G_tau_2p000001e-03_ms,-0.024706741293128068,1.0539879184575414,0.00027287571902331567
G_tau_2p100001e-03_ms,G_tau_2p100001e-03_ms,-0.0324183730432933,1.0608247512482143,0.0003255815951741832
G_tau_2p200001e-03_ms,G_tau_2p200001e-03_ms,-0.03464060526404993,1.0628226404275554,0.00028696022227796096
G_tau_2p300001e-03_ms,G_tau_2p300001e-03_ms,-0.028067952685695535,1.0569533986056678,0.0002947309329146944
G_tau_2p400001e-03_ms,G_tau_2p400001e-03_ms,-0.027624663648979517,1.0562164528807771,0.0002721919278592321
G_tau_2p500001e-03_ms,G_tau_2p500001e-03_ms,-0.024849775659236312,1.0540814521953519,0.0003045972864424121
G_tau_2p600001e-03_ms,G_tau_2p600001e-03_ms,-0.029901843381959597,1.058663852645813,0.00031422795264479404
G_tau_2p700001e-03_ms,G_tau_2p700001e-03_ms,-0.03467014148712696,1.0625556131764287,0.00030366267846809617
G_tau_2p800001e-03_ms,G_tau_2p800001e-03_ms,-0.029164009928946962,1.0578119964105392,0.00029634359390797376
G_tau_2p900001e-03_ms,G_tau_2p900001e-03_ms,-0.03271384091965084,1.0607859361672152,0.00028039963754796263
G_tau_3p000001e-03_ms,G_tau_3p000001e-03_ms,-0.021409278323454455,1.0508107624896148,0.00027066794648461864
G_tau_3p100002e-03_ms,G_tau_3p100002e-03_ms,-0.033276457142583836,1.0610858452750185,0.0003389466714542816
G_tau_3p200002e-03_ms,G_tau_3p200002e-03_ms,-0.027020391147332602,1.0556113106376266,0.0003095231617068171
G_tau_3p400002e-03_ms,G_tau_3p400002e-03_ms,-0.025489179744488447,1.0541716939321926,0.00026314316446463866
G_tau_3p600001e-03_ms,G_tau_3p600001e-03_ms,-0.028655743629309144,1.0571670673390658,0.00031498319829979446
G_tau_3p800001e-03_ms,G_tau_3p800001e-03_ms,-0.028757580206772385,1.0570874795420733,0.00029330970363964157
G_tau_4p000001e-03_ms,G_tau_4p000001e-03_ms,-0.025271424382402825,1.0535909580181189,0.0002685427719114094
G_tau_4p200002e-03_ms,G_tau_4p200002e-03_ms,-0.028298816536515014,1.0564273406353362,0.0002644264705480962
G_tau_4p400002e-03_ms,G_tau_4p400002e-03_ms,-0.025629113634542722,1.0538237250159237,0.00029237533477372295
G_tau_4p600002e-03_ms,G_tau_4p600002e-03_ms,-0.03377773948271285,1.0610282556895536,0.0002850193739324429
G_tau_4p800002e-03_ms,G_tau_4p800002e-03_ms,-0.026257900178449582,1.0543978585052243,0.0002861251521364957
G_tau_5p000002e-03_ms,G_tau_5p000002e-03_ms,-0.03018847012311077,1.058041142803752,0.00027942655543536474
G_tau_5p200002e-03_ms,G_tau_5p200002e-03_ms,-0.026491600903312856,1.054600750976916,0.00026332479430833243
G_tau_5p400002e-03_ms,G_tau_5p400002e-03_ms,-0.029069834484844348,1.0567432495251958,0.00027351216245460414
G_tau_5p600003e-03_ms,G_tau_5p600003e-03_ms,-0.033734853254282667,1.0606036805844423,0.0002348325455208772
G_tau_5p800003e-03_ms,G_tau_5p800003e-03_ms,-0.025567464777869073,1.0536109239563554,0.00028113908679822574
G_tau_6p000003e-03_ms,G_tau_6p000003e-03_ms,-0.032824363532440816,1.059782991794675,0.00027139686837681634
G_tau_6p200003e-03_ms,G_tau_6p200003e-03_ms,-0.027833289668342226,1.05539333361292,0.00024819859708847007
G_tau_6p400003e-03_ms,G_tau_6p400003e-03_ms,-0.032702479111494265,1.059672417147252,0.0002750008218497787
G_tau_6p800003e-03_ms,G_tau_6p800003e-03_ms,-0.028430975604760385,1.0558826054669126,0.00025944417020323953
G_tau_7p200003e-03_ms,G_tau_7p200003e-03_ms,-0.02527747746330832,1.0528991729528618,0.00025878827249594175
G_tau_7p600003e-03_ms,G_tau_7p600003e-03_ms,-0.031401804835252144,1.0582084069457598,0.00027275257520227505
G_tau_8p000003e-03_ms,G_tau_8p000003e-03_ms,-0.025153030587409968,1.0525631642245108,0.00026623909246751247
G_tau_8p400003e-03_ms,G_tau_8p400003e-03_ms,-0.028820235370043353,1.0558763558355162,0.00026339958000246353
G_tau_8p800003e-03_ms,G_tau_8p800003e-03_ms,-0.027772546384548385,1.0548263138087057,0.0002580265380506666
G_tau_9p200004e-03_ms,G_tau_9p200004e-03_ms,-0.029438480173429486,1.0562014938290514,0.0002541073903351435
G_tau_9p600004e-03_ms,G_tau_9p600004e-03_ms,-0.02929702133762889,1.0560279952368232,0.0002530290179195582
G_tau_1p000000e-02_ms,G_tau_1p000000e-02_ms,-0.02945378031669165,1.0560891230046248,0.00024593649838749716
G_tau_1p040000e-02_ms,G_tau_1p040000e-02_ms,-0.026973415597306222,1.053934673146776,0.00025391029886581105
G_tau_1p080000e-02_ms,G_tau_1p080000e-02_ms,-0.030634124199942422,1.0570380746141312,0.0002527915692437753
G_tau_1p120001e-02_ms,G_tau_1p120001e-02_ms,-0.026698170956689825,1.0534043291156192,0.00025843490802790584
G_tau_1p160001e-02_ms,G_tau_1p160001e-02_ms,-0.022235100101021647,1.0493353271283037,0.00022693584072859248
G_tau_1p200001e-02_ms,G_tau_1p200001e-02_ms,-0.031094224019871608,1.0573825588676236,0.00025250380764148045
G_tau_1p240001e-02_ms,G_tau_1p240001e-02_ms,-0.026194676631467125,1.0528011366822019,0.0002445455503267736
G_tau_1p280001e-02_ms,G_tau_1p280001e-02_ms,-0.025206099877688133,1.05207157547542,0.0002502306480443552
G_tau_1p360001e-02_ms,G_tau_1p360001e-02_ms,-0.02702371674973814,1.0534172177080705,0.00024298076439389872
G_tau_1p440001e-02_ms,G_tau_1p440001e-02_ms,-0.026503513751661423,1.0529841455831397,0.00025554833476219575
G_tau_1p520001e-02_ms,G_tau_1p520001e-02_ms,-0.024492573710636446,1.0511371178337143,0.0002466179464018294
G_tau_1p600001e-02_ms,G_tau_1p600001e-02_ms,-0.027182404998787966,1.053361444677411,0.00024506703202900235
G_tau_1p680001e-02_ms,G_tau_1p680001e-02_ms,-0.025404438392927935,1.051751686427089,0.00023567581775121084
G_tau_1p760001e-02_ms,G_tau_1p760001e-02_ms,-0.02848667728283828,1.054257444704474,0.0002489591118031454
G_tau_1p840001e-02_ms,G_tau_1p840001e-02_ms,-0.027850976781031246,1.0537154456159152,0.00024555719814882957
G_tau_1p920001e-02_ms,G_tau_1p920001e-02_ms,-0.02907510509630037,1.0546596561342165,0.00023238778406519588
G_tau_2p000001e-02_ms,G_tau_2p000001e-02_ms,-0.023224896564049503,1.0493153575768288,0.0002229324299848968
G_tau_2p080001e-02_ms,G_tau_2p080001e-02_ms,-0.027117241540088318,1.0527983414776725,0.0002369202638091117
G_tau_2p160001e-02_ms,G_tau_2p160001e-02_ms,-0.02517143710979685,1.051135619476826,0.00023462523098478384
G_tau_2p240001e-02_ms,G_tau_2p240001e-02_ms,-0.02616835293881443,1.0519469024347734,0.00024625570708286694
G_tau_2p320001e-02_ms,G_tau_2p320001e-02_ms,-0.030446323377858873,1.0555838419285455,0.00023194274747453562
G_tau_2p400001e-02_ms,G_tau_2p400001e-02_ms,-0.02226599072069619,1.048156388696583,0.00023814093976635105
G_tau_2p480001e-02_ms,G_tau_2p480001e-02_ms,-0.025914779514925435,1.051364003014822,0.0002296038324640881
G_tau_2p560001e-02_ms,G_tau_2p560001e-02_ms,-0.024829911681280563,1.0503260438988935,0.00022863052606757813
G_tau_2p720001e-02_ms,G_tau_2p720001e-02_ms,-0.02170311881060969,1.047427661676392,0.000222198455737682
G_tau_2p880001e-02_ms,G_tau_2p880001e-02_ms,-0.02459970044579699,1.0499395221810386,0.0002206553069170635
G_tau_3p040001e-02_ms,G_tau_3p040001e-02_ms,-0.025280342507470476,1.0504171256775112,0.00021786078040788245
G_tau_3p200001e-02_ms,G_tau_3p200001e-02_ms,-0.022014482935211264,1.0474143231846762,0.00022546567978442325
G_tau_3p360001e-02_ms,G_tau_3p360001e-02_ms,-0.02563236045657252,1.050595334871116,0.00021393313752404548
G_tau_3p520001e-02_ms,G_tau_3p520001e-02_ms,-0.023486492321514923,1.0484642884485345,0.00021311737445585635
G_tau_3p680001e-02_ms,G_tau_3p680001e-02_ms,-0.025030708258447984,1.0497429053405414,0.0002103677055401087
G_tau_3p840002e-02_ms,G_tau_3p840002e-02_ms,-0.024747816458240104,1.049400499306955,0.00020552724216157345
G_tau_4p000002e-02_ms,G_tau_4p000002e-02_ms,-0.02240864113250586,1.0472442406443063,0.00020315396945146601
G_tau_4p160002e-02_ms,G_tau_4p160002e-02_ms,-0.022709251920747568,1.047462923343984,0.00021028220536664955
G_tau_4p320002e-02_ms,G_tau_4p320002e-02_ms,-0.024132283256650143,1.0486268596275727,0.000210628985629036
G_tau_4p480002e-02_ms,G_tau_4p480002e-02_ms,-0.02210901569526368,1.0468266827555937,0.00020286793087507198
G_tau_4p640002e-02_ms,G_tau_4p640002e-02_ms,-0.02120440212875337,1.045813960914019,0.00019412889342968663
G_tau_4p800002e-02_ms,G_tau_4p800002e-02_ms,-0.022991634389959596,1.0473689680941531,0.00021047797210828423
G_tau_4p960002e-02_ms,G_tau_4p960002e-02_ms,-0.020897011921137233,1.0454652366060726,0.0002017638871402122
G_tau_5p120003e-02_ms,G_tau_5p120003e-02_ms,-0.023151622547983433,1.0473043718715191,0.00019280975566171279
G_tau_5p440002e-02_ms,G_tau_5p440002e-02_ms,-0.023979425297876836,1.0479451497957593,0.00019108937866462854
G_tau_5p760002e-02_ms,G_tau_5p760002e-02_ms,-0.022184064867522776,1.0461924035649313,0.00019791211968971182
G_tau_6p080002e-02_ms,G_tau_6p080002e-02_ms,-0.024275555046093425,1.0478561950628504,0.00019311348136595395
G_tau_6p400002e-02_ms,G_tau_6p400002e-02_ms,-0.02417981581025358,1.0476448779990764,0.00019053717539298947
G_tau_6p720002e-02_ms,G_tau_6p720002e-02_ms,-0.022709069444471743,1.0461717613385193,0.00018555368737102412
G_tau_7p040003e-02_ms,G_tau_7p040003e-02_ms,-0.02208683266002084,1.045441056470692,0.00017900351474778683
G_tau_7p360003e-02_ms,G_tau_7p360003e-02_ms,-0.019913049935770016,1.0434830451945214,0.00018104491805948845
G_tau_7p680003e-02_ms,G_tau_7p680003e-02_ms,-0.022331547960288994,1.0454655687742584,0.0001756611738598467
G_tau_8p000003e-02_ms,G_tau_8p000003e-02_ms,-0.023079970302132942,1.0459204623643497,0.0001713657543630555
G_tau_8p320004e-02_ms,G_tau_8p320004e-02_ms,-0.02293687767572264,1.045692308720258,0.00017040080693665359
G_tau_8p640004e-02_ms,G_tau_8p640004e-02_ms,-0.02147069981417617,1.0443285889626461,0.00017533090991479777
G_tau_8p960004e-02_ms,G_tau_8p960004e-02_ms,-0.022826745739006424,1.0454078499414978,0.00017104499361958935
G_tau_9p280004e-02_ms,G_tau_9p280004e-02_ms,-0.019867846036330395,1.0426508442408184,0.00016808445313014006
G_tau_9p600005e-02_ms,G_tau_9p600005e-02_ms,-0.020182077321805554,1.042726687625731,0.00016599878370002945
G_tau_9p920005e-02_ms,G_tau_9p920005e-02_ms,-0.020856780789145633,1.0432890414669023,0.00016479698742072812
G_tau_1p024001e-01_ms,G_tau_1p024001e-01_ms,-0.019869910619769202,1.042210449939521,0.0001588468560131994
G_tau_1p088000e-01_ms,G_tau_1p088000e-01_ms,-0.018870925411075268,1.0411737388428735,0.00015504184476148838
G_tau_1p152000e-01_ms,G_tau_1p152000e-01_ms,-0.020181468379390603,1.0420988288147344,0.00015695993817583002
G_tau_1p216000e-01_ms,G_tau_1p216000e-01_ms,-0.019962476658210784,1.0416766997859994,0.0001499270271635835
G_tau_1p280000e-01_ms,G_tau_1p280000e-01_ms,-0.01989797890043727,1.041443437606588,0.00014491045042769698
G_tau_1p344000e-01_ms,G_tau_1p344000e-01_ms,-0.019447635627798932,1.040852910832193,0.00014387946168268405
G_tau_1p408001e-01_ms,G_tau_1p408001e-01_ms,-0.019385963001335084,1.0405772932148651,0.00014087206338785337
G_tau_1p472001e-01_ms,G_tau_1p472001e-01_ms,-0.019286972616418582,1.0403001579088202,0.00013942829174533737
G_tau_1p536001e-01_ms,G_tau_1p536001e-01_ms,-0.018136501587832848,1.0390773642789322,0.00013411363946245632
G_tau_1p600001e-01_ms,G_tau_1p600001e-01_ms,-0.01846179893311153,1.0392239868407864,0.0001313238525899699
G_tau_1p664001e-01_ms,G_tau_1p664001e-01_ms,-0.020173538519919796,1.0405654930993888,0.00012710891389831989
G_tau_1p728001e-01_ms,G_tau_1p728001e-01_ms,-0.01837061131623363,1.0388012107798412,0.0001272918606043929
G_tau_1p792001e-01_ms,G_tau_1p792001e-01_ms,-0.019039909954911425,1.039203788851729,0.00012417079210112267
G_tau_1p856001e-01_ms,G_tau_1p856001e-01_ms,-0.01828342138672619,1.0384106657502497,0.00012194974882964114
G_tau_1p920001e-01_ms,G_tau_1p920001e-01_ms,-0.0169423851689858,1.036999662456555,0.00012057363172015825
G_tau_1p984001e-01_ms,G_tau_1p984001e-01_ms,-0.017204973373008168,1.0371097471660524,0.00011796029108534488
G_tau_2p048001e-01_ms,G_tau_2p048001e-01_ms,-0.01652341276754513,1.0363352145348004,0.00011650943311549024
G_tau_2p176001e-01_ms,G_tau_2p176001e-01_ms,-0.01581242718395012,1.0354404442834189,0.00011288513364181292
G_tau_2p304001e-01_ms,G_tau_2p304001e-01_ms,-0.016383232587237014,1.0356279193359503,0.00010604565102347704
G_tau_2p432001e-01_ms,G_tau_2p432001e-01_ms,-0.016432075483834914,1.03542348741534,0.00010599591131481902
G_tau_2p560001e-01_ms,G_tau_2p560001e-01_ms,-0.015668072865479554,1.034522352306366,9.983245239967201e-05
G_tau_2p688001e-01_ms,G_tau_2p688001e-01_ms,-0.015097627154431494,1.033704310230936,9.523071365916404e-05
G_tau_2p816001e-01_ms,G_tau_2p816001e-01_ms,-0.01553553499047135,1.0338577738911336,9.315992628284637e-05
G_tau_2p944001e-01_ms,G_tau_2p944001e-01_ms,-0.015840184555481616,1.033937974102014,9.254254475628499e-05
G_tau_3p072001e-01_ms,G_tau_3p072001e-01_ms,-0.01512394085667734,1.033026535608715,8.610135751415402e-05
G_tau_3p200001e-01_ms,G_tau_3p200001e-01_ms,-0.01452636329950078,1.0322959054301568,8.544385792912077e-05
G_tau_3p328001e-01_ms,G_tau_3p328001e-01_ms,-0.01392753020993823,1.031547683296389,8.178529292132166e-05
G_tau_3p456002e-01_ms,G_tau_3p456002e-01_ms,-0.014043909151898156,1.0314315746336824,8.012492488039611e-05
G_tau_3p584002e-01_ms,G_tau_3p584002e-01_ms,-0.013973594131146403,1.031162306882596,7.712091901815202e-05
G_tau_3p712002e-01_ms,G_tau_3p712002e-01_ms,-0.01305596475914508,1.0301423248475108,7.393854284643455e-05
G_tau_3p840002e-01_ms,G_tau_3p840002e-01_ms,-0.013684913697038503,1.0305498525128869,7.32605122234818e-05
G_tau_3p968002e-01_ms,G_tau_3p968002e-01_ms,-0.013498360534835156,1.0301666820658968,7.065105209763867e-05
G_tau_4p096002e-01_ms,G_tau_4p096002e-01_ms,-0.013395240508021157,1.0299238803952624,6.891592107144042e-05
G_tau_4p352002e-01_ms,G_tau_4p352002e-01_ms,-0.012544386704650969,1.028815841908768,6.513172846054176e-05
G_tau_4p608002e-01_ms,G_tau_4p608002e-01_ms,-0.012998358062552135,1.0288930670301788,6.189963143954299e-05
G_tau_4p864002e-01_ms,G_tau_4p864002e-01_ms,-0.01140573814846136,1.0271535899205613,5.766936513069745e-05
G_tau_5p120002e-01_ms,G_tau_5p120002e-01_ms,-0.012351039322985967,1.027706003077383,5.4739103461038624e-05
