data_column,signal_column,scale,offset,rss
G_tau_1p000000e-03_ms,G_tau_1p000000e-03_ms,-0.006306404311594727,1.0362376006761325,0.00031224458253097126
G_tau_1p050000e-03_ms,G_tau_1p050000e-03_ms,-0.00798140755358066,1.0372828641611094,0.00032231953835971196
G_tau_1p100000e-03_ms,G_tau_1p100000e-03_ms,-0.004932586786124053,1.03519398112005,0.00034107416206707327
G_tau_1p150000e-03_ms,G_tau_1p150000e-03_ms,-0.0071476716174135166,1.036619051398744,0.0002661368555119698
G_tau_1p200000e-03_ms,G_tau_1p200000e-03_ms,-0.0055659523706184395,1.035456833953888,0.0003401283088356021
G_tau_1p250001e-03_ms,G_tau_1p250001e-03_ms,-0.010899668733986586,1.0382709694010688,0.00030744473266986643
G_tau_1p300001e-03_ms,G_tau_1p300001e-03_ms,-0.006645604126027344,1.036414471686915,0.0003341420507530832
G_tau_1p350001e-03_ms,G_tau_1p350001e-03_ms,-0.005648928205711039,1.035212937805236,0.0003338531591384064
G_tau_1p400001e-03_ms,G_tau_1p400001e-03_ms,-0.009711546073781017,1.0378769038988311,0.0003061415563664227
G_tau_1p450001e-03_ms,G_tau_1p450001e-03_ms,-0.007919840247657794,1.0363784615655292,0.00028240556872156025
G_tau_1p500001e-03_ms,G_tau_1p500001e-03_ms,-0.00735367958374295,1.0364793197205737,0.0003418275509332092
G_tau_1p550001e-03_ms,G_tau_1p550001e-03_ms,-0.010745484367805187,1.0381893676621463,0.0003219608376509942
G_tau_1p600001e-03_ms,G_tau_1p600001e-03_ms,-0.00796110260731773,1.0363922674932002,0.00033469917114218955
G_tau_1p700001e-03_ms,G_tau_1p700001e-03_ms,-0.009151719174730935,1.0368743860897496,0.00030356655613861434
G_tau_1p800001e-03_ms,G_tau_1p800001e-03_ms,-0.008498420431416163,1.036686435480331,0.0002752508044334116
G_tau_1p900001e-03_ms,G_tau_1p900001e-03_ms,-0.007184937382918851,1.0356028238380839,0.0003137105332472824
G_tau_2p000001e-03_ms,G_tau_2p000001e-03_ms,-0.006839374039198416,1.0353772006878081,0.00027156927520102195
G_tau_2p100001e-03_ms,G_tau_2p100001e-03_ms,-0.007621182761257144,1.0357475237775293,0.0003303230725888957
G_tau_2p200001e-03_ms,G_tau_2p200001e-03_ms,-0.008218498053072487,1.036062808599497,0.00029199247580562627
G_tau_2p300001e-03_ms,G_tau_2p300001e-03_ms,-0.007046862112284523,1.0354593929738143,0.00029638010937282466
G_tau_2p400001e-03_ms,G_tau_2p400001e-03_ms,-0.007410062693047936,1.0352925434015299,0.0002716700362224357
G_tau_2p500001e-03_ms,G_tau_2p500001e-03_ms,-0.006330131855830891,1.0350962245638253,0.00030553290402068434
G_tau_2p600001e-03_ms,G_tau_2p600001e-03_ms,-0.007115559565737404,1.0355750794212406,0.0003178831828867429
G_tau_2p700001e-03_ms,G_tau_2p700001e-03_ms,-0.008614126967643755,1.0359618574636613,0.00030666591826208347
G_tau_2p800001e-03_ms,G_tau_2p800001e-03_ms,-0.007327106206550181,1.0354811080456434,0.0002981009924462309
G_tau_2p900001e-03_ms,G_tau_2p900001e-03_ms,-0.008422386216873346,1.035835819300201,0.0002815568507396882
G_tau_3p000001e-03_ms,G_tau_3p000001e-03_ms,-0.00530497589039272,1.0343817795274648,0.0002718606636055263
G_tau_3p100002e-03_ms,G_tau_3p100002e-03_ms,-0.008814131087465043,1.035826639382022,0.00033880787562222327
